field_1,siteID,collection,lng,lat,objectid,id,dir,length,linkid,country,juriscode,jurisname,roadnum,roadname,admin,surface,lanes,speedlim,class,nhs,border,shape_Leng,n,distance,feature_x,feature_y,nearest_x,nearest_y
"1916","8560","48562",-108.268000000000001,47.402999999999999,"147615","665939","0",2.710000000000000,02_12592099,"2",02_30,Montana,U191,,State,Paved,"2","112","3",7.000000000000000,"0",4009.074391733643552,"1",34396.974520197050879,-870498.555691419751383,930843.146148651838303,-904579.646478633629158,935494.071529344422743
"1917","10223","48558",-106.835999999999999,42.052999999999997,"222425","637860","0",18.250000000000000,02_11225338,"2",02_56,Wyoming,U30,,State,Paved,"2","104","4",0.000000000000000,"0",24460.177858002291032,"1",30841.003584867215977,-841449.498155331588350,290538.101982523978222,-829807.008024962735362,261979.041674347536173
"1918","9054","165888",-110.500000000000000,45.799999999999997,"173277","589452","0",2.740000000000000,02_9870993,"2",02_30,Montana,U89,,State,Paved,"2","112","4",0.000000000000000,"0",3934.825836105270355,"1",1083.366051703749008,-1056562.607551542576402,766181.457349880482070,-1057561.324425126891583,765761.639998640515842
"1919","11223","176844",-104.700000000000003,39.500000000000000,"177469","660066","0",3.570000000000000,02_11851629,"2",02_08,Colorado,S83,,State,Paved,"6","88","3",10.000000000000000,"0",4631.995993349292803,"1",4949.137132408523939,-703723.706860025529750,-26650.126561542037962,-708668.116871555335820,-26866.385649833591742
"1920","10725","96083",-104.650000000000006,40.799999999999997,"243838","660670","0",33.049999999999997,02_11904193,"2",02_08,Colorado,U85,,State,Paved,"2","88","4",10.000000000000000,"0",43787.527060836509918,"1",11218.169664279346762,-685715.497277703601867,125712.875522366754012,-696886.962805560673587,126735.464675672483281
"1921","10060","46120",-105.394000000000005,42.584000000000003,"248227","664964","0",21.440000000000001,02_12504859,"2",02_56,Wyoming,S94,,State,Paved,"2","88","6",0.000000000000000,"0",29185.271734483241744,"1",1113.005486756702112,-723661.059466827660799,341025.964559109590482,-724531.360127408639528,341719.764223092526663
"1922","10887","49524",-106.861000000000004,40.284999999999997,"219324","634391","0",3.260000000000000,02_11199967,"2",02_08,Colorado,S131,,State,Paved,"2","88","4",0.000000000000000,"0",4272.678854976776165,"1",7108.230740264356427,-867248.690561754629016,83358.344761694694171,-874055.368223069817759,81309.910366408395930
"1923","11056","176740",-105.049999999999997,39.732999999999997,"219577","636617","0",0.770000000000000,02_11163383,"2",02_08,Colorado,S95,SHERIDAN BLVD,State,Paved,"5","56","3",10.000000000000000,"0",1009.505883454499894,"1",261.658489860718589,-729331.282619337318465,3348.295244825983445,-729591.593463800847530,3374.817491543348297
"1924","11223","176845",-104.700000000000003,39.500000000000000,"177469","660066","0",3.570000000000000,02_11851629,"2",02_08,Colorado,S83,,State,Paved,"6","88","3",10.000000000000000,"0",4631.995993349292803,"1",4949.137132408523939,-703723.706860025529750,-26650.126561542037962,-708668.116871555335820,-26866.385649833591742
"1925","10892","14640",-104.492000000000004,40.386000000000003,"177197","660672","0",38.390000000000001,02_11897936,"2",02_08,Colorado,U34,,State,Paved,"2","104","3",7.000000000000000,"0",50310.449472143911407,"1",2015.734289872490308,-677595.523635349818505,75911.759672114014393,-678978.508332352153957,74445.288378421188099
"1926","11056","49552",-105.135000000000005,39.941000000000003,"222762","638099","0",1.230000000000000,02_11266743,"2",02_08,Colorado,U36,,State,Paved,"4","88","2",7.000000000000000,"0",1603.687953580510566,"1",260.236549757387706,-733799.978452297393233,28423.113987081193045,-733984.985122038167901,28240.095971626273240
"1927","10725","46210",-104.762000000000000,40.908000000000001,"243838","660670","0",33.049999999999997,02_11904193,"2",02_08,Colorado,U85,,State,Paved,"2","88","4",10.000000000000000,"0",43787.527060836509918,"1",2852.838345189200481,-693392.198965048068203,139224.033948098745896,-696195.008945728652179,138692.110235542932060
"1928","11223","176846",-104.700000000000003,39.500000000000000,"177469","660066","0",3.570000000000000,02_11851629,"2",02_08,Colorado,S83,,State,Paved,"6","88","3",10.000000000000000,"0",4631.995993349292803,"1",4949.137132408523939,-703723.706860025529750,-26650.126561542037962,-708668.116871555335820,-26866.385649833591742
"1929","11056","49546",-105.228999999999999,39.956000000000003,"219217","638086","0",2.150000000000000,02_11265658,"2",02_08,Colorado,S93,,State,Paved,"4","64","3",7.000000000000000,"0",2812.296844033302023,"1",184.766938994176115,-741155.122344711213373,30915.409197936827695,-741339.780303974868730,30921.754261046033207
"1930","11223","176847",-104.700000000000003,39.500000000000000,"177469","660066","0",3.570000000000000,02_11851629,"2",02_08,Colorado,S83,,State,Paved,"6","88","3",10.000000000000000,"0",4631.995993349292803,"1",4949.137132408523939,-703723.706860025529750,-26650.126561542037962,-708668.116871555335820,-26866.385649833591742
"1931","11056","84299",-105.212000000000003,39.735999999999997,"221002","635934","0",2.120000000000000,02_11140084,"2",02_08,Colorado,U6,,State,Paved,"4","88","2",7.000000000000000,"0",2759.690544164803669,"1",243.624229603911459,-742311.634948429185897,4957.870040936486475,-742531.617287818458863,4853.177464280250206
"1932","9385","115750",-110.667000000000002,44.966999999999999,"172913","588917","0",29.230000000000000,02_9853479,"2",02_56,Wyoming,,GRAND CANYON RD,Municipal,Paved,"2","88","4",0.000000000000000,"0",41275.704332279747177,"1",1366.368730600070194,-1083801.195460289483890,670808.993336981744505,-1084963.462508464464918,670090.593158329022117
"1933","10726","96081",-104.466999999999999,40.799999999999997,"243845","660674","0",16.309999999999999,02_11905357,"2",02_08,Colorado,S14,,State,Paved,"2","104","4",10.000000000000000,"0",21461.923480601115443,"1",19004.295196428367490,-671247.467386188684031,124403.130630175932311,-672743.245125355664641,105457.791233163196011
"1934","11056","49545",-105.228999999999999,39.956000000000003,"219217","638086","0",2.150000000000000,02_11265658,"2",02_08,Colorado,S93,,State,Paved,"4","64","3",7.000000000000000,"0",2812.296844033302023,"1",184.766938994176115,-741155.122344711213373,30915.409197936827695,-741339.780303974868730,30921.754261046033207
"1935","10725","96082",-104.917000000000002,40.950000000000003,"222368","639176","0",9.609999999999999,02_11327604,"2",02_08,Colorado,I25,,State,Paved,"4","104","1",1.000000000000000,"0",12751.040010305368924,"1",578.859714059404382,-705156.700805817847140,145304.562765259033768,-705721.702667685807683,145430.465365099837072
"1936","10726","182584",-104.158000000000001,40.759999999999998,"243953","661012","0",30.649999999999999,02_11908246,"2",02_08,Colorado,C390,,Municipal,Paved,"2","88","5",0.000000000000000,"0",40498.294464400671131,"1",1046.839278932727893,-647218.049047686276026,117550.465626040881034,-646243.611645593075082,117933.015263758978108
"1937","11224","49530",-104.001000000000005,39.396999999999998,"242431","660462","0",13.000000000000000,02_11870665,"2",02_08,Colorado,I70,,State,Paved,"4","120","1",1.000000000000000,"0",16861.274290416738950,"1",7755.039023229066515,-648346.952806885587052,-43730.316196299281728,-641416.145923934760503,-40251.157360740449803
"1938","9895","46138",-104.605000000000004,43.179000000000002,"148035","667677","0",3.520000000000000,02_12670749,"2",02_56,Wyoming,S272,,State,Paved,"2","88","6",0.000000000000000,"0",4825.480259964638208,"1",11453.134322794578111,-656681.093644152744673,405288.661899468861520,-659505.076974487630650,394189.139208561566193
"1939","9895","46126",-104.647000000000006,43.122000000000000,"148035","667677","0",3.520000000000000,02_12670749,"2",02_56,Wyoming,S272,,State,Paved,"2","88","6",0.000000000000000,"0",4825.480259964638208,"1",4784.622518596541340,-660491.087217165390030,398871.061511077452451,-659505.076974487630650,394189.139208561566193
"1940","11056","49536",-105.183999999999997,39.844999999999999,"219213","638075","0",6.800000000000000,02_11265323,"2",02_08,Colorado,S72,COAL CREEK CANYON RD,State,Paved,"2","96","3",0.000000000000000,"0",8854.388609612220534,"1",891.515157920031584,-738819.025494515546598,17533.523708669097687,-738363.013769540353678,18299.586750126083643
"1941","9895","46127",-104.644999999999996,43.121000000000002,"148035","667677","0",3.520000000000000,02_12670749,"2",02_56,Wyoming,S272,,State,Paved,"2","88","6",0.000000000000000,"0",4825.480259964638208,"1",4627.973996136641290,-660349.507112060440704,398739.422831774048973,-659505.076974487630650,394189.139208561566193
"1942","10726","96084",-104.466999999999999,40.799999999999997,"243845","660674","0",16.309999999999999,02_11905357,"2",02_08,Colorado,S14,,State,Paved,"2","104","4",10.000000000000000,"0",21461.923480601115443,"1",19004.295196428367490,-671247.467386188684031,124403.130630175932311,-672743.245125355664641,105457.791233163196011
"1943","10726","49529",-104.332999999999998,40.670000000000002,"243845","660674","0",16.309999999999999,02_11905357,"2",02_08,Colorado,S14,,State,Paved,"2","104","4",10.000000000000000,"0",21461.923480601115443,"1",3589.315565549327857,-661999.001908576465212,108175.130524752967176,-662280.397577839554287,104596.862409251465579
"1943","10726","49529",-104.332999999999998,40.670000000000002,"243844","660673","0",28.930000000000000,02_11905017,"2",02_08,Colorado,S392,,State,Paved,"2","88","5",0.000000000000000,"0",38083.265483805487747,"2",3589.315565549327857,-661999.001908576465212,108175.130524752967176,-662280.397577839554287,104596.862409251465579
"1943","10726","49529",-104.332999999999998,40.670000000000002,"243952","661011","0",26.829999999999998,02_11907987,"2",02_08,Colorado,S14,,State,Paved,"2","104","4",10.000000000000000,"0",35306.691463464885601,"3",3589.315565549327857,-661999.001908576465212,108175.130524752967176,-662280.397577839554287,104596.862409251465579
"1944","10060","46125",-105.394000000000005,42.584000000000003,"248227","664964","0",21.440000000000001,02_12504859,"2",02_56,Wyoming,S94,,State,Paved,"2","88","6",0.000000000000000,"0",29185.271734483241744,"1",1113.005486756702112,-723661.059466827660799,341025.964559109590482,-724531.360127408639528,341719.764223092526663
"1945","11056","49540",-105.227999999999994,39.750999999999998,"220675","635933","0",1.590000000000000,02_11139859,"2",02_08,Colorado,U6,,State,Paved,"4","88","2",7.000000000000000,"0",2064.806227134207802,"1",90.193492050176275,-743424.938115534256212,6843.813191705814461,-743475.249888411723077,6768.956050976747974
"1946","10725","228914",-104.579999999999998,40.840000000000003,"243838","660670","0",33.049999999999997,02_11904193,"2",02_08,Colorado,U85,,State,Paved,"2","88","4",10.000000000000000,"0",43787.527060836509918,"1",16783.400113114515989,-679754.768667564494535,129911.419837426583399,-696508.840351768303663,130903.186623242974747
"1947","9895","46129",-104.911000000000001,43.143999999999998,"148028","667675","0",13.560000000000000,02_12669004,"2",02_56,Wyoming,,20 MILE RD,Municipal,Paved,"2","88","6",0.000000000000000,"0",18534.632254366264533,"1",12437.147817150327683,-680353.808381850132719,403327.282899857265875,-675335.963667424162850,391947.305736103618983
"1948","11056","86892",-105.183999999999997,39.844999999999999,"219213","638075","0",6.800000000000000,02_11265323,"2",02_08,Colorado,S72,COAL CREEK CANYON RD,State,Paved,"2","96","3",0.000000000000000,"0",8854.388609612220534,"1",891.515157920031584,-738819.025494515546598,17533.523708669097687,-738363.013769540353678,18299.586750126083643
"1949","9895","46133",-104.572000000000003,43.228000000000002,"148035","667677","0",3.520000000000000,02_12670749,"2",02_56,Wyoming,S272,,State,Paved,"2","88","6",0.000000000000000,"0",4825.480259964638208,"1",17640.640052030867082,-653646.622723343549296,410828.571146959206089,-659505.076974487630650,394189.139208561566193
"1950","9895","46130",-104.608000000000004,43.238000000000000,"148035","667677","0",3.520000000000000,02_12670749,"2",02_56,Wyoming,S272,,State,Paved,"2","88","6",0.000000000000000,"0",4825.480259964638208,"1",18351.434779333816550,-656277.041746947565116,412254.435968645615503,-659505.076974487630650,394189.139208561566193
"1951","11223","176848",-104.700000000000003,39.500000000000000,"177469","660066","0",3.570000000000000,02_11851629,"2",02_08,Colorado,S83,,State,Paved,"6","88","3",10.000000000000000,"0",4631.995993349292803,"1",4949.137132408523939,-703723.706860025529750,-26650.126561542037962,-708668.116871555335820,-26866.385649833591742
"1952","11212","150887",-110.168000000000006,39.097000000000001,"148652","575891","0",60.859999999999999,02_8981973,"2",02_49,Utah,U6,,State,Paved,"2","104","3",3.000000000000000,"0",78710.158237411567825,"1",12370.569436805708392,-1150433.456479062559083,-20335.648463050245482,-1162799.586078082909808,-20667.049928140964766
"1953","11117","167663",-74.902000000000001,39.969999999999999,"659737","1054310","0",0.950000000000000,02_43131185,"2",02_34,New Jersey,S700,NEW JERSEY TPKE,State,Paved,"6","104","2",7.000000000000000,"0",1239.671525734125680,"1",169.671674744791460,1682661.708430825266987,184480.923920512548648,1682506.170991618186235,184548.722019421576988
"1954","11543","167526",-110.927999999999997,38.078000000000003,"148698","575887","0",16.030000000000001,02_8972648,"2",02_49,Utah,S95,,State,Paved,"2","104","4",0.000000000000000,"0",20412.104177195669763,"1",25347.782943946138403,-1230464.098695565015078,-129372.419120847058366,-1205141.281357907922938,-130497.151203193789115
"1955","11543","167522",-110.927999999999997,38.078000000000003,"148698","575887","0",16.030000000000001,02_8972648,"2",02_49,Utah,S95,,State,Paved,"2","104","4",0.000000000000000,"0",20412.104177195669763,"1",25347.782943946138403,-1230464.098695565015078,-129372.419120847058366,-1205141.281357907922938,-130497.151203193789115
"1956","11543","167530",-110.912999999999997,38.067999999999998,"148698","575887","0",16.030000000000001,02_8972648,"2",02_49,Utah,S95,,State,Paved,"2","104","4",0.000000000000000,"0",20412.104177195669763,"1",24282.084619108565676,-1229422.257887679850683,-130729.125792779901531,-1205141.281357907922938,-130497.151203193789115
"1957","11543","167424",-110.936999999999998,38.054000000000002,"148698","575887","0",16.030000000000001,02_8972648,"2",02_49,Utah,S95,,State,Paved,"2","104","4",0.000000000000000,"0",20412.104177195669763,"1",26544.923870293077925,-1231642.900156650925055,-132044.481742565316381,-1205137.796283122850582,-130591.054092786260298
"1958","11543","167529",-110.933999999999997,38.051000000000002,"148698","575887","0",16.030000000000001,02_8972648,"2",02_49,Utah,S95,,State,Paved,"2","104","4",0.000000000000000,"0",20412.104177195669763,"1",26378.657184336898354,-1231452.959046344039962,-132432.063282374176197,-1205130.402404785389081,-130712.596300805395003
"1959","11542","167498",-111.003000000000000,38.084000000000003,"148695","573054","0",75.379999999999995,02_8968369,"2",02_49,Utah,S24,,State,Paved,"2","88","4",0.000000000000000,"0",96070.873606692606700,"1",22484.420014959461696,-1236483.258772789733484,-127699.344779087521601,-1239055.607114814687520,-105362.555228742756299
"1960","11543","167499",-110.921000000000006,38.076000000000001,"148698","575887","0",16.030000000000001,02_8972648,"2",02_49,Utah,S95,,State,Paved,"2","104","4",0.000000000000000,"0",20412.104177195669763,"1",24800.446151692536660,-1229928.773504928685725,-129695.676072951653623,-1205141.281357907922938,-130497.151203193789115
"1961","11542","167489",-111.004999999999995,38.084000000000003,"148695","573054","0",75.379999999999995,02_8968369,"2",02_49,Utah,S24,,State,Paved,"2","88","4",0.000000000000000,"0",96070.873606692606700,"1",22440.369248048609734,-1236646.711498808115721,-127673.256560165536939,-1239055.607114814687520,-105362.555228742756299
"1962","11543","167421",-110.930000000000007,38.067999999999998,"148698","575887","0",16.030000000000001,02_8972648,"2",02_49,Utah,S95,,State,Paved,"2","104","4",0.000000000000000,"0",20412.104177195669763,"1",25670.853109825038700,-1230812.131944891065359,-130508.532196175743593,-1205141.281357907922938,-130497.151203193789115
"1963","11543","167492",-110.965999999999994,38.064000000000000,"148695","573054","0",75.379999999999995,02_8968369,"2",02_49,Utah,S24,,State,Paved,"2","88","4",0.000000000000000,"0",96070.873606692606700,"1",25677.670743616348773,-1233829.257742585381493,-130505.366686464054510,-1238975.563996041892096,-105348.691493521619122
"1964","11543","167493",-110.920000000000002,38.073999999999998,"148698","575887","0",16.030000000000001,02_8972648,"2",02_49,Utah,S95,,State,Paved,"2","104","4",0.000000000000000,"0",20412.104177195669763,"1",24748.877247419037303,-1229883.910519708180800,-129941.069222324818838,-1205141.281357907922938,-130497.151203193789115
"1965","11543","167528",-110.962000000000003,38.090000000000003,"148695","573054","0",75.379999999999995,02_8968369,"2",02_49,Utah,S24,,State,Paved,"2","88","4",0.000000000000000,"0",96070.873606692606700,"1",22972.514316927972686,-1233021.391814529430121,-127536.171018568260479,-1238975.563996041892096,-105348.691493521619122
"1966","11543","167500",-110.929000000000002,38.070000000000000,"148698","575887","0",16.030000000000001,02_8972648,"2",02_49,Utah,S95,,State,Paved,"2","104","4",0.000000000000000,"0",20412.104177195669763,"1",25553.034993110701180,-1230693.469378319336101,-130289.101380566076841,-1205141.281357907922938,-130497.151203193789115
"1967","11543","167517",-110.980999999999995,38.073000000000000,"148695","573054","0",75.379999999999995,02_8968369,"2",02_49,Utah,S24,,State,Paved,"2","88","4",0.000000000000000,"0",96070.873606692606700,"1",24262.161792147333472,-1234888.931625427911058,-129264.270825823827181,-1239029.569619799498469,-105358.045447736629285
"1968","11543","167501",-110.989999999999995,38.070999999999998,"148695","573054","0",75.379999999999995,02_8968369,"2",02_49,Utah,S24,,State,Paved,"2","88","4",0.000000000000000,"0",96070.873606692606700,"1",24255.455577818713209,-1235661.669215587899089,-129379.389133812946966,-1239055.607114814687520,-105362.555228742756299
"1969","11543","167495",-110.924999999999997,38.070000000000000,"148698","575887","0",16.030000000000001,02_8972648,"2",02_49,Utah,S95,,State,Paved,"2","104","4",0.000000000000000,"0",20412.104177195669763,"1",25225.654811427310051,-1230366.453006548108533,-130341.023172638757387,-1205141.281357907922938,-130497.151203193789115
"1970","11543","167502",-110.933000000000007,38.052000000000000,"148698","575887","0",16.030000000000001,02_8972648,"2",02_49,Utah,S95,,State,Paved,"2","104","4",0.000000000000000,"0",20412.104177195669763,"1",26272.085508083004243,-1231352.724969742121175,-132328.850069056526991,-1205130.402404785389081,-130712.596300805395003
"1971","11880","167381",-108.066999999999993,37.046999999999997,"187946","605428","0",25.120000000000001,02_10261394,"2",02_08,Colorado,S140,,State,Paved,"2","88","5",0.000000000000000,"0",31561.711387249266409,"1",9236.820091472538479,-1011456.571491185110062,-283202.605039979738649,-1020105.793100246461108,-279960.721180311578792
"1972","12046","179269",-108.084999999999994,36.972000000000001,"188188","605444","0",0.160000000000000,02_10261182,"2",02_35,New Mexico,S170,,State,Paved,"2","88","3",0.000000000000000,"0",200.896892555048794,"1",8563.761431933431595,-1014077.100195866427384,-291747.976488172775134,-1022405.098483997746371,-289752.367714902735315
"1973","11880","130797",-108.084999999999994,37.003999999999998,"187946","605428","0",25.120000000000001,02_10261394,"2",02_08,Colorado,S140,,State,Paved,"2","88","5",0.000000000000000,"0",31561.711387249266409,"1",8172.734768442936911,-1013599.276109652942978,-288020.093142955680378,-1021632.934173274901696,-286518.783144281886052
"1974","11880","167380",-108.084999999999994,37.003999999999998,"187946","605428","0",25.120000000000001,02_10261394,"2",02_08,Colorado,S140,,State,Paved,"2","88","5",0.000000000000000,"0",31561.711387249266409,"1",8172.734768442936911,-1013599.276109652942978,-288020.093142955680378,-1021632.934173274901696,-286518.783144281886052
"1975","13210","55290",-107.191999999999993,33.154000000000003,"42967","460502","0",0.160000000000000,02_3588260,"2",02_35,New Mexico,S195,,State,Paved,"2","40","5",0.000000000000000,"0",192.473182692340600,"1",6.953259330150424,-992111.956702685565688,-744460.407920937519521,-992105.932804320822470,-744456.935103089781478
"1976","13210","55289",-107.191999999999993,33.154000000000003,"42967","460502","0",0.160000000000000,02_3588260,"2",02_35,New Mexico,S195,,State,Paved,"2","40","5",0.000000000000000,"0",192.473182692340600,"1",6.953259330150424,-992111.956702685565688,-744460.407920937519521,-992105.932804320822470,-744456.935103089781478
"1977","13210","55293",-107.191999999999993,33.154000000000003,"42967","460502","0",0.160000000000000,02_3588260,"2",02_35,New Mexico,S195,,State,Paved,"2","40","5",0.000000000000000,"0",192.473182692340600,"1",6.953259330150424,-992111.956702685565688,-744460.407920937519521,-992105.932804320822470,-744456.935103089781478
"1978","13210","55291",-107.191999999999993,33.154000000000003,"42967","460502","0",0.160000000000000,02_3588260,"2",02_35,New Mexico,S195,,State,Paved,"2","40","5",0.000000000000000,"0",192.473182692340600,"1",6.953259330150424,-992111.956702685565688,-744460.407920937519521,-992105.932804320822470,-744456.935103089781478
"1979","13210","55292",-107.191999999999993,33.154000000000003,"42967","460502","0",0.160000000000000,02_3588260,"2",02_35,New Mexico,S195,,State,Paved,"2","40","5",0.000000000000000,"0",192.473182692340600,"1",6.953259330150424,-992111.956702685565688,-744460.407920937519521,-992105.932804320822470,-744456.935103089781478
"1980","13210","55288",-107.191999999999993,33.154000000000003,"42967","460502","0",0.160000000000000,02_3588260,"2",02_35,New Mexico,S195,,State,Paved,"2","40","5",0.000000000000000,"0",192.473182692340600,"1",6.953259330150424,-992111.956702685565688,-744460.407920937519521,-992105.932804320822470,-744456.935103089781478
"1981","10389","70341",-107.000000000000000,41.799999999999997,"219106","635189","0",7.120000000000000,02_11043187,"2",02_56,Wyoming,I80,,State,Paved,"4","104","1",1.000000000000000,"0",9533.943490472609483,"1",4478.024712021296182,-857588.431791742797941,262315.087187006429303,-859223.691588372224942,258146.318697512062499
"1982","10389","70340",-107.000000000000000,41.799999999999997,"219106","635189","0",7.120000000000000,02_11043187,"2",02_56,Wyoming,I80,,State,Paved,"4","104","1",1.000000000000000,"0",9533.943490472609483,"1",4478.024712021296182,-857588.431791742797941,262315.087187006429303,-859223.691588372224942,258146.318697512062499
"1983","10389","165877",-106.623000000000005,41.835000000000001,"222425","637860","0",18.250000000000000,02_11225338,"2",02_56,Wyoming,U30,,State,Paved,"2","104","4",0.000000000000000,"0",24460.177858002291032,"1",685.353987733388635,-827859.491087104892358,263071.671976711368188,-827692.623462093062699,262406.942494722665288
"1984","9555","179276",-108.798000000000002,44.113000000000000,"147494","662911","0",11.170000000000000,02_12369704,"2",02_56,Wyoming,S120,,State,Paved,"2","104","3",7.000000000000000,"0",15554.576350957613613,"1",781.936614319140403,-960180.587081553065218,550776.893650172161870,-959515.078448567888699,551187.409335907897912
"1985","9887","179275",-108.784000000000006,43.497000000000000,"246286","662737","0",4.980000000000000,02_12336406,"2",02_56,Wyoming,S170,,State,Paved,"2","104","5",0.000000000000000,"0",6873.532266729055664,"1",31510.358473592423252,-968926.017756998189725,478483.137457745557185,-946839.634689711499959,500957.442210938024800
"1985","9887","179275",-108.784000000000006,43.497000000000000,"246193","662732","0",9.070000000000000,02_12327711,"2",02_56,Wyoming,S170,,State,Paved,"2","104","5",0.000000000000000,"0",12562.776802960914210,"2",31510.358473592423252,-968926.017756998189725,478483.137457745557185,-946839.634689711499959,500957.442210938024800
"1986","12547","51982",-106.941000000000003,35.320000000000000,"200189","614065","0",4.010000000000000,02_10456336,"2",02_35,New Mexico,,,Municipal,Paved,"4","64","3",0.000000000000000,"0",4902.206434718357741,"1",16673.612454005451582,-940837.915118591045029,-495831.297629377630074,-928058.437226633657701,-506540.839966720435768
"1987","12547","51986",-106.941000000000003,35.320000000000000,"200189","614065","0",4.010000000000000,02_10456336,"2",02_35,New Mexico,,,Municipal,Paved,"4","64","3",0.000000000000000,"0",4902.206434718357741,"1",16673.612454005451582,-940837.915118591045029,-495831.297629377630074,-928058.437226633657701,-506540.839966720435768
"1988","12380","24924",-107.200000000000003,35.700000000000003,"210618","624807","0",0.180000000000000,02_10672507,"2",02_35,New Mexico,U550,,State,Paved,"4","112","3",7.000000000000000,"0",217.555110703002413,"1",22367.946111370172730,-957762.009534770040773,-449040.140287484100554,-935413.775297202751972,-448101.290084317908622
"1989","12543","51983",-108.667000000000002,35.398000000000003,"182704","597196","0",0.160000000000000,02_10090473,"2",02_35,New Mexico,S602,,State,Paved,"2","88","4",0.000000000000000,"0",198.990926286231002,"1",6875.733695958476346,-1087219.825116928666830,-468307.315589026256930,-1092956.913204165175557,-464517.654108494287357
"1990","12212","219263",-108.158000000000001,36.085999999999999,"189350","603473","0",0.160000000000000,02_10218811,"2",02_35,New Mexico,S371,,State,Paved,"2","104","4",0.000000000000000,"0",198.365283132776909,"1",3086.587042956373352,-1033466.936902263085358,-394081.465762380626984,-1036505.089615433011204,-393536.812051106768195
"1991","12543","195787",-108.519999999999996,35.460000000000001,"183357","597582","0",0.160000000000000,02_10098837,"2",02_35,New Mexico,S400,,State,Paved,"2","88","6",0.000000000000000,"0",200.582130464375410,"1",3402.578433018468331,-1073720.606979329604656,-462787.337912584654987,-1075532.486738791223615,-459907.297681946249213
"1992","12212","219763",-108.158000000000001,36.085999999999999,"189350","603473","0",0.160000000000000,02_10218811,"2",02_35,New Mexico,S371,,State,Paved,"2","104","4",0.000000000000000,"0",198.365283132776909,"1",3086.587042956373352,-1033466.936902263085358,-394081.465762380626984,-1036505.089615433011204,-393536.812051106768195
"1993","12547","51987",-106.941000000000003,35.320000000000000,"200189","614065","0",4.010000000000000,02_10456336,"2",02_35,New Mexico,,,Municipal,Paved,"4","64","3",0.000000000000000,"0",4902.206434718357741,"1",16673.612454005451582,-940837.915118591045029,-495831.297629377630074,-928058.437226633657701,-506540.839966720435768
"1994","12212","219262",-108.158000000000001,36.085999999999999,"189350","603473","0",0.160000000000000,02_10218811,"2",02_35,New Mexico,S371,,State,Paved,"2","104","4",0.000000000000000,"0",198.365283132776909,"1",3086.587042956373352,-1033466.936902263085358,-394081.465762380626984,-1036505.089615433011204,-393536.812051106768195
"1995","12545","78054",-107.655000000000001,35.500000000000000,"186047","601794","0",0.120000000000000,02_10187064,"2",02_35,New Mexico,S605,,State,Paved,"2","88","5",0.000000000000000,"0",147.040315765059233,"1",17854.475623059926875,-999351.546543616219424,-467599.371311039605644,-1000587.320797662367113,-485411.029340753681026
"1996","12547","51984",-106.941000000000003,35.320000000000000,"200189","614065","0",4.010000000000000,02_10456336,"2",02_35,New Mexico,,,Municipal,Paved,"4","64","3",0.000000000000000,"0",4902.206434718357741,"1",16673.612454005451582,-940837.915118591045029,-495831.297629377630074,-928058.437226633657701,-506540.839966720435768
"1997","12380","13000",-107.200000000000003,35.700000000000003,"210618","624807","0",0.180000000000000,02_10672507,"2",02_35,New Mexico,U550,,State,Paved,"4","112","3",7.000000000000000,"0",217.555110703002413,"1",22367.946111370172730,-957762.009534770040773,-449040.140287484100554,-935413.775297202751972,-448101.290084317908622
"1998","12547","51985",-106.941000000000003,35.320000000000000,"200189","614065","0",4.010000000000000,02_10456336,"2",02_35,New Mexico,,,Municipal,Paved,"4","64","3",0.000000000000000,"0",4902.206434718357741,"1",16673.612454005451582,-940837.915118591045029,-495831.297629377630074,-928058.437226633657701,-506540.839966720435768
"1999","10056","14458",-107.278000000000006,42.853999999999999,"246271","662854","0",28.289999999999999,02_12364315,"2",02_56,Wyoming,U20,,State,Paved,"2","104","3",7.000000000000000,"0",38713.170279172481969,"1",26175.191658849853411,-864378.756725735031068,388528.573923460149672,-858804.246240662294440,414103.278051354456693
"2000","11051","64641",-107.956999999999994,39.936999999999998,"219180","634390","0",32.420000000000002,02_11018471,"2",02_08,Colorado,S13,,State,Paved,"2","104","4",10.000000000000000,"0",42352.231465072014544,"1",756.081220919220868,-959485.530070138280280,53159.167519964394160,-960233.043696052860469,53272.667263130351785
"2001","9557","14465",-107.757000000000005,44.116999999999997,"246270","662649","0",37.770000000000003,02_12362722,"2",02_56,Wyoming,U16,,State,Paved,"2","104","3",7.000000000000000,"0",52463.243663860579545,"1",9488.343087287867093,-882438.937342193443328,541128.593980081612244,-885291.504923190572299,532079.201031495118514
"2002","9890","14433",-107.099999999999994,43.200000000000003,"246272","662884","0",13.680000000000000,02_12364909,"2",02_56,Wyoming,U20,,State,Paved,"2","104","3",7.000000000000000,"0",18691.099085683013982,"1",16635.608132286106411,-846021.727393736015074,427533.543674568645656,-852971.181443192297593,412419.029248181032017
"2003","11051","45870",-107.956999999999994,39.936999999999998,"219180","634390","0",32.420000000000002,02_11018471,"2",02_08,Colorado,S13,,State,Paved,"2","104","4",10.000000000000000,"0",42352.231465072014544,"1",756.081220919220868,-959485.530070138280280,53159.167519964394160,-960233.043696052860469,53272.667263130351785
