"","collection_no","siteID","bin_assignment","lat","lng"
"604",49555,11057,"teyen",39.858,-104.963
"605",49556,11057,"teyen",39.895,-104.892
"606",49620,11705,"teyeq",37.7,-113
"607",50082,9072,"teyen",45.75,-101.2
"608",50083,8053,"teyeq",48.965,-112.664
"609",50084,9400,"teyen",44.998,-103.183
"610",50085,9895,"teyen",43.272,-104.571
"611",50086,10060,"teyen",42.649,-105.239
"612",50087,9895,"teyen",43.274,-104.604
"613",50088,8397,"teyen",47.638,-106.698
"614",50304,12212,"teyep",36.254,-108.064
"615",50305,9718,"teyeo",43.964,-110.411
"616",50306,9718,"teyeo",43.84,-110.411
"617",50825,8057,"teyep",48.967,-110.55
"618",50826,8057,"teyep",48.967,-110.933
"619",50827,8057,"teyep",48.933,-110.583
"620",50828,8057,"teyep",48.933,-110.583
"621",50829,8057,"teyep",48.95,-110.617
"622",50830,8058,"teyep",48.983,-110.45
"623",50906,8890,"teyep",46.46,-109.41
"624",50907,8889,"teyep",46.4,-109.663
"625",50909,8890,"teyep",46.1,-109.11
"626",50930,9895,"teyen",43.284,-104.668
"627",50931,9895,"teyen",43.139,-104.707
"628",51316,7057,"teyeo",51.533,-112.883
"629",51534,12379,"teyep",35.953,-108
"630",51682,8889,"teyep",46.436,-109.834
"631",51683,8891,"teyep",46.23,-108.981
"632",51861,7391,"teyep",50.753,-111.506
"633",51862,7391,"teyep",50.733,-111.512
"634",51863,7391,"teyep",50.742,-111.56
"635",51965,7056,"teyeo",51.79,-113.005
"636",51966,7056,"teyeo",51.79,-113.005
"637",51982,12547,"teyeq",35.32,-106.941
"638",51983,12543,"teyeq",35.398,-108.667
"639",51984,12547,"teyeq",35.32,-106.941
"640",51985,12547,"teyeq",35.32,-106.941
"641",51986,12547,"teyeq",35.32,-106.941
"642",51987,12547,"teyeq",35.32,-106.941
"643",52035,12217,"teyep",36.212,-105.635
"644",52036,11710,"teyep",37.864,-110.097
"645",52058,12212,"teyep",36.213,-108.084
"646",52060,11707,"teyep",37.678,-111.777
"647",52071,7721,"teyeo",49.917,-112.991
"648",52072,7721,"teyeo",49.917,-112.99
"649",52076,7721,"teyeo",49.915,-112.993
"650",52077,7721,"teyeo",49.915,-112.993
"651",52088,10223,"teyen",42.156,-106.908
"652",52089,10223,"teyen",42.09,-106.884
"653",52106,9895,"teyen",43.152,-104.622
"654",52107,10394,"teyen",41.908,-104.198
"655",52249,7721,"teyeo",49.916,-112.998
"656",52435,8053,"teyeq",48.971,-112.642
"657",52465,7057,"teyeo",51.688,-112.911
"658",52466,7057,"teyeo",51.557,-112.866
"659",52467,7057,"teyeo",51.95,-112.899
"660",52468,7057,"teyeo",51.936,-112.958
"661",52469,7057,"teyeo",51.746,-112.958
"662",52470,7392,"teyeq",50.772,-111.489
"663",52471,7391,"teyeq",50.806,-111.626
"664",52472,7391,"teyep",50.824,-111.604
"665",52473,7391,"teyeq",50.6,-111.62
"666",52474,7391,"teyeq",50.6,-111.62
"667",52475,7391,"teyep",50.6,-111.62
"668",52476,7391,"teyeq",50.6,-111.62
"669",52477,7391,"teyeq",50.9,-111.8
"670",52478,7392,"teyeq",50.721,-111.477
"671",52479,7057,"teyeo",51.557,-112.866
"672",52480,7391,"teyeo",50.787,-111.592
"673",52481,7391,"teyeq",50.688,-111.617
"674",52482,7391,"teyeq",50.65,-111.62
"675",52483,7391,"teyeq",50.688,-111.617
"676",52484,7391,"teyeq",50.65,-111.62
"677",52485,7391,"teyeq",50.688,-111.617
"678",52487,7392,"teyep",50.748,-111.395
"679",52646,7559,"teyeq",50.05,-110.767
"680",52647,7723,"teyeq",49.75,-111.667
"681",52648,7392,"teyep",50.759,-111.484
"682",52654,7223,"teyeo",51.383,-112.517
"683",52655,6892,"teyeo",52.492,-112.183
"684",52656,5882,"teyep",55.05,-119.367
"685",52658,6048,"teyep",54.933,-119.45
"686",52680,7056,"teyen",51.917,-113.033
"687",52681,9895,"teyen",43.298,-104.662
"688",52682,9895,"teyen",43.256,-104.625
"689",52683,9895,"teyen",43.2,-104.658
"690",52684,9895,"teyen",43.219,-104.548
"691",52685,9895,"teyen",43.214,-104.554
"692",52686,9895,"teyen",43.158,-104.553
"693",52687,9895,"teyen",43.132,-104.563
"694",52688,9896,"teyen",43.165,-104.477
"695",52689,9896,"teyen",43.157,-104.479
"696",52690,9896,"teyen",43.209,-104.466
"697",52691,9896,"teyen",43.193,-104.463
"698",52692,9896,"teyen",43.188,-104.474
"699",52693,9895,"teyen",43.158,-104.544
"700",52694,9896,"teyen",43.312,-104.42
"701",52695,9895,"teyen",43.184,-104.514
"702",52836,7900,"teyen",49.117,-106.35
"703",52837,8064,"teyen",49,-107.3
"704",52856,11045,"teyeq",39.694,-110.92
"705",52871,9896,"teyen",43.128,-104.072
"706",52873,8393,"teyeq",47.787,-108.936
"707",52874,12212,"teyep",36.342,-108.076
"708",52875,12212,"teyep",36.408,-108.353
"709",52903,8398,"teyen",47.667,-106.267
"710",52904,8398,"teyen",47.667,-106.3
"711",52925,11210,"teyeo",39.289,-111.106
"712",52926,11210,"teyeo",39.289,-111.106
"713",52927,7891,"teyep",49.3,-110.6
"714",52970,11210,"teyeo",39.289,-111.106
"715",52971,11210,"teyeo",39.289,-111.106
"716",52991,7887,"teyeq",49.283,-112.577
"717",52992,7887,"teyeq",49.138,-112.577
"718",53042,8053,"teyeq",48.911,-112.642
"719",53043,8053,"teyeq",48.911,-112.642
"720",53044,8053,"teyeq",48.911,-112.642
"721",53045,8053,"teyeq",48.911,-112.642
"722",53046,8053,"teyeq",48.911,-112.642
"723",53047,8053,"teyeq",48.911,-112.642
"724",53048,8051,"teyeq",48.63,-113.75
"725",53049,7888,"teyeq",49.283,-112.2
"726",53050,7888,"teyeq",49.283,-112.2
"727",53051,7888,"teyeq",49.283,-112.2
"728",53052,8219,"teyeq",48.483,-112.583
"729",53055,8386,"teyeq",47.812,-112.184
"730",53056,8386,"teyeq",47.812,-112.184
"731",53057,8386,"teyeq",47.812,-112.184
"732",53058,8386,"teyeq",47.812,-112.184
"733",53128,9233,"teyen",45.461,-103.842
"734",53155,12053,"teyen",36.511,-104.915
"735",53228,8397,"teyen",47.521,-106.967
"736",53490,11705,"teyeq",37.901,-112.959
"737",53514,12211,"teyep",36.485,-108.569
"738",53515,12212,"teyep",36.269,-108.167
"739",53516,9065,"teyen",45.785,-104.953
"740",53517,12211,"teyep",36.292,-108.55
"741",53824,9552,"teyen",44.06,-110.376
"742",53896,12212,"teyep",36.278,-108.256
"743",53899,12212,"teyep",36.5,-108.083
"744",53976,7391,"teyep",50.815,-111.595
"745",53980,12213,"teyep",36.184,-107.888
"746",53981,12211,"teyep",36.36,-108.566
"747",53982,12212,"teyep",36.286,-108.227
"748",53996,8220,"teyeq",48.464,-112.47
"749",53999,8220,"teyeq",48.464,-112.47
"750",54000,8220,"teyeq",48.464,-112.47
"751",54001,7391,"teyep",50.806,-111.624
"752",54002,9066,"teyen",45.501,-104.16
"753",54080,8398,"teyen",47.812,-106.278
"754",54081,8399,"teyen",47.683,-105.978
"755",54097,12213,"teyep",36.169,-107.799
"756",54098,12213,"teyep",36.169,-107.799
"757",54100,12213,"teyeo",36.169,-107.799
"758",54101,12213,"teyep",36.169,-107.799
"759",54103,12213,"teyeo",36.169,-107.799
"760",54104,12212,"teyep",36.344,-108.209
"761",54105,7729,"teyen",49.517,-108.817
"762",54176,9895,"teyen",43.489,-104.611
"763",54177,9895,"teyen",43.489,-104.611
"764",54178,9895,"teyen",43.489,-104.611
"765",54179,9896,"teyen",43.302,-104.366
"766",55247,8052,"teyeo",48.976,-113.344
"767",55266,8053,"teyeo",48.858,-112.736
"768",55267,8054,"teyeo",48.699,-112.432
"769",55274,8392,"teyep",47.527,-109.498
"770",55288,13210,"teyeo",33.154,-107.192
"771",55289,13210,"teyeo",33.154,-107.192
"772",55290,13210,"teyeo",33.154,-107.192
"773",55291,13210,"teyeo",33.154,-107.192
"774",55292,13210,"teyeo",33.154,-107.192
"775",55293,13210,"teyeo",33.154,-107.192
"776",55295,12212,"teyep",36.315,-108.048
"777",55296,12213,"teyep",36.14,-107.799
"778",55317,7391,"teyep",50.74,-111.515
"779",55324,8385,"teyeq",47.635,-112.583
"780",55326,9223,"teyen",45.041,-108.801
"781",55352,7391,"teyep",50.742,-111.507
"782",55353,8396,"teyen",47.567,-107.083
"783",55354,8398,"teyen",47.6,-106.217
"784",55355,8398,"teyen",47.683,-106.217
"785",55363,7057,"teyeo",51.996,-112.883
"786",55385,8396,"teyen",47.537,-107.168
"787",55386,8053,"teyeq",48.936,-112.642
"788",55882,12212,"teyep",36.271,-108.209
"789",55883,12212,"teyep",36.257,-108.191
"790",56005,12212,"teyep",36.388,-108.074
"791",56006,12212,"teyep",36.388,-108.074
"792",56007,12212,"teyep",36.388,-108.074
"793",56008,12212,"teyep",36.388,-108.074
"794",56009,12212,"teyep",36.388,-108.074
"795",56011,12212,"teyep",36.388,-108.074
"796",56012,12212,"teyep",36.388,-108.074
"797",56015,12212,"teyep",36.388,-108.074
"798",56016,12212,"teyep",36.388,-108.074
"799",56017,12212,"teyep",36.388,-108.074
"800",56019,12212,"teyep",36.286,-108.102
"801",56021,12212,"teyep",36.286,-108.102
"802",56022,12212,"teyep",36.286,-108.102
"803",56023,12212,"teyep",36.286,-108.102
"804",56024,12212,"teyep",36.286,-108.102
"805",56025,12212,"teyep",36.286,-108.102
"806",56027,12212,"teyep",36.286,-108.102
"807",56028,12212,"teyep",36.286,-108.102
"808",56040,12212,"teyep",36.344,-108.084
"809",56041,12212,"teyep",36.344,-108.084
"810",56042,12212,"teyep",36.344,-108.084
"811",56043,12212,"teyep",36.344,-108.084
"812",56044,12212,"teyep",36.344,-108.084
"813",56046,12212,"teyep",36.294,-108.103
"814",56084,12212,"teyep",36.27,-108.144
"815",56085,12212,"teyep",36.27,-108.144
"816",56086,12212,"teyep",36.27,-108.144
"817",56087,12212,"teyep",36.271,-108.227
"818",56088,12212,"teyep",36.27,-108.144
"819",56089,12212,"teyep",36.27,-108.144
"820",56090,12212,"teyep",36.27,-108.144
"821",56091,12212,"teyep",36.27,-108.144
"822",56092,12212,"teyep",36.27,-108.144
"823",56093,12212,"teyep",36.271,-108.209
"824",56094,12212,"teyep",36.27,-108.144
"825",56095,12212,"teyep",36.27,-108.144
"826",56096,12212,"teyep",36.27,-108.144
"827",56097,12212,"teyep",36.27,-108.144
"828",56098,12212,"teyep",36.27,-108.144
"829",56099,12212,"teyep",36.27,-108.144
"830",56100,12212,"teyep",36.27,-108.144
"831",56101,12212,"teyep",36.27,-108.144
"832",56102,12212,"teyep",36.269,-108.168
"833",56103,12212,"teyep",36.269,-108.168
"834",56104,12212,"teyep",36.269,-108.168
"835",56105,12212,"teyep",36.269,-108.168
"836",56106,12212,"teyep",36.3,-108.191
"837",56107,12212,"teyep",36.3,-108.191
"838",56108,12212,"teyep",36.3,-108.191
"839",56109,12212,"teyep",36.3,-108.191
"840",56110,12212,"teyep",36.3,-108.191
"841",56111,12212,"teyep",36.3,-108.191
"842",56112,12212,"teyep",36.192,-108.091
"843",56113,12212,"teyep",36.192,-108.091
"844",56114,12212,"teyep",36.192,-108.091
"845",56115,12212,"teyep",36.228,-108.084
"846",56116,12212,"teyep",36.228,-108.066
"847",56117,12212,"teyep",36.22,-108.075
"848",56118,12212,"teyep",36.22,-108.075
"849",56119,12212,"teyep",36.213,-108.066
"850",56120,12212,"teyep",36.22,-108.075
"851",56121,12212,"teyep",36.213,-108.084
"852",56122,12212,"teyep",36.22,-108.075
"853",56261,12213,"teyep",36.061,-107.962
"854",56262,12213,"teyep",36.061,-107.962
"855",56263,12213,"teyep",36.061,-107.962
"856",56265,12213,"teyep",36.061,-107.962
"857",56266,12212,"teyep",36.344,-108.066
"858",56267,12212,"teyep",36.344,-108.066
"859",56268,12212,"teyep",36.344,-108.066
"860",56269,12212,"teyep",36.344,-108.066
"861",56270,12212,"teyep",36.344,-108.066
"862",56271,12212,"teyep",36.294,-108.103
"863",56272,12212,"teyep",36.294,-108.103
"864",56274,12212,"teyep",36.329,-108.048
"865",56275,12212,"teyep",36.329,-108.048
"866",56277,12212,"teyep",36.284,-108.103
"867",56278,12212,"teyep",36.269,-108.167
"868",56284,12212,"teyep",36.3,-108.084
"869",56286,12212,"teyep",36.3,-108.084
"870",56287,12212,"teyep",36.3,-108.084
"871",56291,12212,"teyep",36.257,-108.173
"872",56293,12212,"teyep",36.27,-108.144
"873",56294,12212,"teyep",36.27,-108.144
"874",56295,12212,"teyep",36.27,-108.144
"875",56297,12212,"teyep",36.27,-108.144
"876",56298,12212,"teyep",36.27,-108.144
"877",56299,12212,"teyep",36.27,-108.144
"878",56302,12212,"teyep",36.27,-108.144
"879",56303,12212,"teyep",36.27,-108.144
"880",56304,12212,"teyep",36.27,-108.144
"881",56306,12212,"teyep",36.315,-108.173
"882",56307,12212,"teyep",36.27,-108.144
"883",56308,12212,"teyep",36.27,-108.144
"884",56309,12212,"teyep",36.27,-108.144
"885",56310,12212,"teyep",36.27,-108.144
"886",56311,12212,"teyep",36.27,-108.144
"887",56312,12212,"teyep",36.27,-108.144
"888",56315,12212,"teyep",36.278,-108.256
"889",56316,12212,"teyep",36.278,-108.256
"890",56317,12212,"teyep",36.278,-108.256
"891",56318,12213,"teyep",36.021,-107.636
"892",56319,12213,"teyep",36.021,-107.636
"893",56320,12213,"teyep",36.021,-107.636
"894",56322,12213,"teyep",36.155,-107.834
"895",56323,12381,"teyep",35.906,-106.539
"896",56324,12380,"teyep",35.966,-107.495
"897",56325,12213,"teyep",36.169,-107.959
"898",56326,12213,"teyep",36.169,-107.959
"899",56360,12213,"teyep",36.169,-107.941
"900",56361,12213,"teyep",36.061,-107.962
"901",56363,12213,"teyep",36.061,-107.962
"902",56364,12213,"teyep",36.061,-107.962
"903",56366,12213,"teyep",36.228,-107.941
"904",56367,12213,"teyep",36.228,-107.941
"905",56368,12213,"teyep",36.228,-107.941
"906",56369,12213,"teyep",36.228,-107.941
"907",56370,12213,"teyep",36.228,-107.941
"908",56371,12213,"teyep",36.024,-107.798
"909",56372,12213,"teyep",36.024,-107.798
"910",56373,12213,"teyep",36.024,-107.798
"911",56374,12213,"teyep",36.024,-107.798
"912",56375,12213,"teyep",36.024,-107.798
"913",56378,12213,"teyep",36.024,-107.798
"914",56379,12213,"teyep",36.024,-107.798
"915",56381,12380,"teyep",35.897,-107.455
"916",56383,12212,"teyep",36.242,-108.191
"917",56384,12212,"teyep",36.242,-108.191
"918",56385,12212,"teyep",36.242,-108.191
"919",56386,12212,"teyep",36.242,-108.191
"920",56387,12212,"teyep",36.242,-108.191
"921",56388,12212,"teyep",36.242,-108.191
"922",56390,12212,"teyep",36.143,-108.109
"923",56391,12213,"teyep",36.061,-107.962
"924",56392,12212,"teyep",36.27,-108.144
"925",56393,12213,"teyep",36.024,-107.798
"926",56424,12212,"teyep",36.27,-108.144
"927",56425,12212,"teyep",36.27,-108.144
"928",56426,12212,"teyep",36.27,-108.144
"929",56427,12212,"teyep",36.27,-108.144
"930",56428,12212,"teyep",36.27,-108.144
"931",56429,12212,"teyep",36.27,-108.144
"932",56430,12212,"teyep",36.329,-108.138
"933",56431,12212,"teyep",36.344,-108.138
"934",56432,12212,"teyep",36.315,-108.173
"935",56434,12212,"teyep",36.315,-108.173
"936",56435,12212,"teyep",36.315,-108.173
"937",56436,12212,"teyep",36.278,-108.256
"938",56437,12213,"teyep",36.184,-107.841
"939",56438,12213,"teyep",36.242,-107.834
"940",56440,12213,"teyep",36.061,-107.962
"941",56441,12213,"teyep",36.024,-107.798
"942",56442,12213,"teyep",36.097,-107.852
"943",56443,12212,"teyep",36.286,-108.12
"944",56444,12212,"teyep",36.286,-108.12
"945",56445,12212,"teyep",36.184,-108.12
"946",56446,12212,"teyep",36.329,-108.048
"947",56447,12212,"teyep",36.3,-108.048
"948",56448,12212,"teyep",36.3,-108.066
"949",56449,12212,"teyep",36.286,-108.102
"950",56450,12212,"teyep",36.3,-108.066
"951",56451,12212,"teyep",36.3,-108.102
"952",56452,12212,"teyep",36.3,-108.102
"953",56453,12212,"teyep",36.294,-108.103
"954",56454,12212,"teyep",36.294,-108.103
"955",56455,12543,"teyep",35.458,-108.662
"956",56456,12380,"teyep",35.922,-107.388
"957",56457,12380,"teyep",35.922,-107.37
"958",56458,12380,"teyep",35.966,-107.478
"959",56566,12213,"teyep",36.155,-107.817
"960",56567,12213,"teyep",36.155,-107.817
"961",56569,12213,"teyep",36.155,-107.817
"962",56570,12213,"teyep",36.155,-107.817
"963",56571,12213,"teyep",36.155,-107.817
"964",56572,12213,"teyep",36.169,-107.817
"965",56575,12379,"teyep",35.992,-107.582
"966",56576,12379,"teyep",35.992,-107.582
"967",56577,12379,"teyep",35.992,-107.582
"968",56578,12379,"teyep",35.992,-107.582
"969",56579,12379,"teyep",35.992,-107.582
"970",56580,12379,"teyep",35.992,-107.582
"971",56581,12379,"teyep",35.992,-107.582
"972",56582,12379,"teyep",35.992,-107.582
"973",56584,12379,"teyep",35.992,-107.582
"974",56585,12379,"teyep",35.992,-107.582
"975",56587,12379,"teyep",35.992,-107.582
"976",56588,12379,"teyep",35.992,-107.582
"977",56589,12379,"teyep",35.992,-107.582
"978",56591,12379,"teyep",35.992,-107.582
"979",56593,12379,"teyep",35.992,-107.582
"980",56594,12379,"teyep",35.992,-107.582
"981",56595,12379,"teyep",35.992,-107.582
"982",56597,12379,"teyep",35.992,-107.582
"983",56598,12379,"teyep",35.992,-107.582
"984",56601,12379,"teyep",35.992,-107.582
"985",56602,12379,"teyep",35.992,-107.582
"986",56603,12379,"teyep",35.992,-107.582
"987",56604,12379,"teyep",35.992,-107.582
"988",56605,12379,"teyep",35.992,-107.582
"989",56606,12379,"teyep",35.992,-107.582
"990",56607,12379,"teyep",35.992,-107.582
"991",56613,12381,"teyep",36,-107
"992",56616,12212,"teyep",36.286,-108.245
"993",56622,12212,"teyep",36.271,-108.245
"994",56624,12212,"teyep",36.271,-108.209
"995",56625,12212,"teyep",36.271,-108.209
"996",56627,12212,"teyep",36.271,-108.209
"997",56637,12212,"teyep",36.257,-108.209
"998",56638,12212,"teyep",36.271,-108.227
"999",56644,12212,"teyep",36.213,-108.084
"1000",56646,12047,"teyep",36.836,-107.768
"1001",56648,12046,"teyep",36.988,-108.175
"1002",56650,12046,"teyep",36.988,-108.175
"1003",56652,12046,"teyep",36.972,-108.175
"1004",57142,8397,"teyep",47.654,-106.882
"1005",57158,9896,"teyen",43.233,-104.5
"1006",57159,9895,"teyen",43.067,-104.6
"1007",57161,9895,"teyen",43.067,-104.567
"1008",57162,9895,"teyen",43.117,-104.583
"1009",57163,9895,"teyen",43.267,-104.617
"1010",57166,9895,"teyen",43.267,-104.65
"1011",57168,9895,"teyen",43.283,-104.533
"1012",57169,9895,"teyen",43.15,-104.583
"1013",57170,9895,"teyen",43.267,-104.6
"1014",57764,10059,"teyen",42.967,-105.534
"1015",57765,8397,"teyen",47.575,-106.758
"1016",57914,8397,"teyen",47.6,-107
"1017",57919,8907,"teyen",46.087,-100.63
"1018",58156,8393,"teyep",47.772,-108.948
"1019",58157,8057,"teyen",49,-110.55
"1020",58520,11707,"teyep",37.647,-111.862
"1021",58758,7392,"teyep",50.75,-111.469
"1022",58759,7392,"teyep",50.737,-111.495
"1023",58760,7391,"teyep",50.739,-111.532
"1024",58807,8219,"teyen",48.431,-112.826
"1025",58808,7392,"teyeq",50.721,-111.397
"1026",58813,9236,"teyen",45.096,-102.091
"1027",58900,7391,"teyep",50.737,-111.523
"1028",58901,7391,"teyep",50.734,-111.512
"1029",58902,7391,"teyep",50.737,-111.504
"1030",58903,7392,"teyep",50.749,-111.49
"1031",58904,7392,"teyep",50.745,-111.485
"1032",58905,7392,"teyep",50.747,-111.445
"1033",58906,7392,"teyep",50.747,-111.444
"1034",58907,7391,"teyep",50.811,-111.591
"1035",58908,7391,"teyep",50.813,-111.589
"1036",58909,7391,"teyep",50.811,-111.585
"1037",58910,7392,"teyep",50.757,-111.43
"1038",58911,7392,"teyep",50.762,-111.427
"1039",58912,7391,"teyep",50.8,-111.631
"1040",58913,7391,"teyep",50.807,-111.62
"1041",58943,7391,"teyep",50.801,-111.615
"1042",58944,7391,"teyep",50.804,-111.612
"1043",58945,7391,"teyep",50.79,-111.614
"1044",58946,7391,"teyep",50.795,-111.606
"1045",58947,7391,"teyep",50.793,-111.597
"1046",58948,7391,"teyep",50.785,-111.618
"1047",58949,7391,"teyep",50.785,-111.624
"1048",58950,7391,"teyep",50.733,-111.509
"1049",58951,7391,"teyep",50.733,-111.509
"1050",58952,7392,"teyep",50.749,-111.466
"1051",58953,7391,"teyep",50.761,-111.566
"1052",58954,7391,"teyep",50.733,-111.567
"1053",58955,7391,"teyep",50.821,-111.632
"1054",58956,7391,"teyep",50.812,-111.631
"1055",58957,7392,"teyep",50.73,-111.425
"1056",58958,7392,"teyep",50.761,-111.422
"1057",58959,7392,"teyep",50.768,-111.455
"1058",58960,7392,"teyep",50.77,-111.453
"1059",58962,7391,"teyep",50.821,-111.602
"1060",59004,7391,"teyep",50.826,-111.595
"1061",59005,7391,"teyep",50.749,-111.568
"1062",59006,7391,"teyep",50.79,-111.61
"1063",59007,7391,"teyep",50.792,-111.606
"1064",59008,7391,"teyep",50.571,-111.511
"1065",59009,7391,"teyep",50.734,-111.514
"1066",59010,7391,"teyep",50.738,-111.502
"1067",59011,7391,"teyep",50.733,-111.512
"1068",59012,7392,"teyep",50.783,-111.364
"1069",59013,7392,"teyep",50.784,-111.363
"1070",59014,7391,"teyep",50.819,-111.6
"1071",59015,7392,"teyep",50.749,-111.407
"1072",59016,7392,"teyep",50.755,-111.398
"1073",59017,7392,"teyep",50.756,-111.401
"1074",59018,7392,"teyep",50.749,-111.414
"1075",59019,7391,"teyep",50.742,-111.566
"1076",59020,7392,"teyep",50.745,-111.49
"1077",59021,7392,"teyep",50.743,-111.491
"1078",59022,7391,"teyep",50.733,-111.547
"1079",59023,7391,"teyep",50.76,-111.504
"1080",59024,7391,"teyep",50.76,-111.504
"1081",59025,7391,"teyep",50.747,-111.517
"1082",59026,7391,"teyep",50.737,-111.51
"1083",59027,7392,"teyep",50.74,-111.483
"1084",59037,7391,"teyep",50.813,-111.606
"1085",59038,7391,"teyep",50.738,-111.563
"1086",59039,7391,"teyep",50.744,-111.513
"1087",59041,7391,"teyeq",50.753,-111.514
"1088",59043,7391,"teyep",50.753,-111.506
"1089",59046,7391,"teyep",50.744,-111.567
"1090",59047,7391,"teyep",50.743,-111.572
"1091",59048,7392,"teyep",50.746,-111.493
"1092",59049,7392,"teyep",50.735,-111.484
"1093",59050,7391,"teyep",50.732,-111.52
"1094",59051,7392,"teyep",50.745,-111.469
"1095",59052,7392,"teyep",50.752,-111.476
"1096",59068,12211,"teyeo",36.237,-108.893
"1097",59102,7391,"teyep",50.74,-111.52
"1098",59103,7391,"teyep",50.749,-111.505
"1099",59104,7392,"teyep",50.761,-111.498
"1100",59105,7392,"teyeq",50.762,-111.499
"1101",59106,7391,"teyep",50.738,-111.503
"1102",59107,7392,"teyep",50.809,-111.327
"1103",59108,7391,"teyep",50.83,-111.615
"1104",59109,7392,"teyep",50.747,-111.491
"1105",59110,7391,"teyep",50.813,-111.58
"1106",59111,7391,"teyep",50.74,-111.515
"1107",59113,7391,"teyep",50.814,-111.598
"1108",59115,7391,"teyep",50.793,-111.627
"1109",59116,7392,"teyep",50.743,-111.489
"1110",59117,7391,"teyep",50.752,-111.53
"1111",59119,7392,"teyep",50.75,-111.479
"1112",59120,7391,"teyep",50.742,-111.501
"1113",59121,7391,"teyep",50.814,-111.63
"1114",59130,7392,"teyep",50.749,-111.481
"1115",59131,7391,"teyep",50.793,-111.592
"1116",59132,7391,"teyep",50.743,-111.503
"1117",59135,7391,"teyep",50.744,-111.55
"1118",59136,7391,"teyep",50.794,-111.579
"1119",59137,7391,"teyep",50.742,-111.512
"1120",59138,7391,"teyep",50.794,-111.58
"1121",59139,7392,"teyep",50.746,-111.483
"1122",59140,7391,"teyep",50.794,-111.581
"1123",59141,7391,"teyep",50.735,-111.501
"1124",59142,7392,"teyep",50.768,-111.456
"1125",59143,7392,"teyep",50.769,-111.398
"1126",59144,7392,"teyep",50.771,-111.457
"1127",59145,7392,"teyep",50.796,-111.397
"1128",59146,7392,"teyep",50.761,-111.416
"1129",59217,9720,"teyep",43.636,-109.353
"1130",59219,7391,"teyep",50.726,-111.558
"1131",59220,7392,"teyep",50.75,-111.477
"1132",59221,7392,"teyep",50.75,-111.477
"1133",59222,7391,"teyep",50.741,-111.576
"1134",59224,7392,"teyep",50.747,-111.483
"1135",59225,7391,"teyep",50.818,-111.578
"1136",59226,7392,"teyep",50.747,-111.487
"1137",59228,7391,"teyep",50.822,-111.856
"1138",59373,8053,"teyeq",48.936,-112.642
"1139",59374,8567,"teyen",47.1,-104.655
"1140",59378,7890,"teyeq",49.483,-111.374
"1141",59379,7723,"teyeq",49.826,-111.699
"1142",60169,9065,"teyen",45.889,-104.553
"1143",60172,9895,"teyen",43.369,-104.698
"1144",60173,7391,"teyep",50.815,-111.575
"1145",60363,7391,"teyeq",50.748,-111.524
"1146",60364,7888,"teyeq",49.286,-112.206
"1147",60518,8059,"teyep",48.538,-109.815
"1148",60555,9895,"teyen",43.284,-104.671
"1149",60563,7057,"teyeo",51.539,-112.879
"1150",60766,8396,"teyen",47.536,-107.083
"1151",60873,7391,"teyep",50.821,-111.615
"1152",60876,7391,"teyep",50.823,-111.604
"1153",60877,7391,"teyep",50.823,-111.604
"1154",61433,7392,"teyeq",50.859,-111.144
"1155",61452,8889,"teyep",46.242,-109.592
"1156",61468,7560,"teyeq",50.473,-110.385
"1157",61469,7391,"teyeq",50.815,-111.581
"1158",61470,7391,"teyeq",50.791,-111.618
"1159",61471,7392,"teyeq",50.742,-111.489
"1160",61493,7392,"teyeq",50.753,-111.419
"1161",61625,7392,"teyep",50.729,-111.494
"1162",61627,7392,"teyep",50.742,-111.489
"1163",61628,7057,"teyeo",51.776,-112.958
"1164",61629,7057,"teyeo",51.689,-112.931
"1165",61631,8053,"teyeo",48.638,-112.978
"1166",61843,8386,"teyeq",47.99,-112.276
"1167",61844,11706,"teyeq",37.635,-112.119
"1168",61848,10385,"teyep",41.624,-108.743
"1169",61849,10385,"teyeq",41.769,-108.976
"1170",61858,12212,"teyep",36.267,-108.2
"1171",62314,12212,"teyep",36.086,-108.008
"1172",62317,12212,"teyep",36.143,-108.109
"1173",62318,12212,"teyep",36.104,-108.088
"1174",62321,7888,"teyeq",49.283,-112.2
"1175",62322,7888,"teyeq",49.283,-112.2
"1176",62477,12046,"teyep",36.633,-108.482
"1177",62478,12046,"teyep",36.517,-108.411
"1178",62479,12046,"teyep",36.522,-108.411
"1179",62480,12212,"teyep",36.406,-108.291
"1180",62481,12212,"teyep",36.281,-108.184
"1181",62483,12212,"teyep",36.353,-108.121
"1182",62484,12046,"teyep",36.705,-108.42
"1183",62485,12212,"teyep",36.336,-108.06
"1184",62486,12212,"teyeo",36.321,-108.041
"1185",62487,12212,"teyep",36.344,-108.091
"1186",62488,12212,"teyeo",36.325,-108.03
"1187",62489,12212,"teyep",36.303,-108.041
"1188",62490,12212,"teyep",36.486,-108.322
"1189",62528,12046,"teyep",36.624,-108.464
"1190",62529,12212,"teyeo",36.304,-108.027
"1191",62530,12046,"teyep",36.701,-108.296
"1192",62531,12213,"teyeo",36.314,-108
"1193",62532,12212,"teyeo",36.325,-108.017
"1194",62533,12212,"teyep",36.325,-108.017
"1195",62534,12212,"teyeo",36.323,-108.031
"1196",62535,12212,"teyep",36.334,-108.083
"1197",62536,12212,"teyep",36.268,-108.25
